step,q_values
219000,88.57864379882812
220000,89.2171630859375
221000,91.1952133178711
222000,88.16751098632812
223000,87.9638442993164
224000,91.17979431152344
225000,89.34544372558594
226000,88.189453125
227000,91.39139556884766
228000,90.31755065917969
229000,90.32508850097656
230000,91.71711730957031
231000,92.00315856933594
232000,90.96595764160156
233000,91.24127197265625
234000,91.84588623046875
235000,91.49201965332031
236000,88.62018585205078
237000,88.71658325195312
238000,87.50299072265625
239000,89.79996490478516
240000,87.08476257324219
241000,88.49530029296875
242000,86.75531005859375
243000,87.47018432617188
244000,86.21128845214844
245000,86.49262237548828
246000,89.84532165527344
247000,90.612548828125
248000,89.96734619140625
249000,90.83024597167969
250000,90.134521484375
251000,92.34222412109375
252000,93.40791320800781
253000,93.47381591796875
254000,95.05712127685547
255000,95.19940185546875
256000,94.74472045898438
257000,93.26435089111328
258000,94.72789001464844
259000,92.13562774658203
260000,93.616455078125
261000,93.71724700927734
262000,92.81332397460938
263000,90.73042297363281
264000,94.77774810791016
265000,90.14952087402344
266000,91.3245849609375
267000,95.85179138183594
268000,94.52235412597656
269000,93.16580963134766
270000,91.97364044189453
271000,93.44821166992188
272000,90.55694580078125
273000,93.99073791503906
274000,94.59553527832031
275000,92.70687866210938
276000,96.56375122070312
277000,93.7577896118164
278000,96.0201644897461
279000,94.25019836425781
280000,94.78070831298828
281000,94.6048583984375
282000,93.55317687988281
283000,94.82701873779297
284000,93.64906311035156
285000,91.53893280029297
286000,91.01763916015625
287000,92.4789810180664
288000,93.5797119140625
289000,89.30915069580078
290000,91.36588287353516
291000,90.2947769165039
292000,92.89163970947266
293000,92.62370300292969
294000,91.94817352294922
295000,95.31364440917969
296000,95.06966400146484
297000,93.86572265625
298000,93.10554504394531
299000,93.89039611816406
